DisplayName,bytesReceived,bytesSent,collectionTime,dataRate,dataRetries,packetsReceived,packetsSent,raPacketsDropped,rssi,rtsRetries,rxBytesDropped,rxPacketsDropped,snr,txBytesDropped,txPacketsDropped,MAC

16980426301	92540805	3474445	1571938718836	87.0	49000	76449	30817	0	-64	0	0	0	32	0	0	F42EF877577B3E5127B1455A6E61A5B0A6D0534E21CBBE9CB69CE9D2257E6446	
16980426302	7116796614	57707990	1571938718836	240.0	174790	5972512	602516	0	-71	0	0	0	24	0	0	99E357D3DC1AC95ACB9C8705F47582970F0B08CD1890169C6850BB128569E4A2	
16980426303	6952033	4318037	1571938718836	289.0	4943	14010	20375	0	-64	0	0	0	33	0	0	375E25761BE3F78AD5441B577DA438E678EACF7A684746A5C090DA8A87128F0D	
16980426304	22738234	14070123	1571938718836	156.0	262	45967	42676	0	-65	0	0	0	33	0	0	69CB149841BAE4D50B8B185C3F69326A8227C982B9C3D07228346C5F75136E29	
16980426305	2146384708	160787501	1571938718836	289.0	275878	1837682	685503	0	-57	0	0	0	37	0	0	7AA4418198EDC7A4BDBCCC1A9D4D5EA9EC83A88F8689DB7FB61550B865B388DC	
16980426306	41910386	3018833	1571938718836	173.0	4910	37827	20528	0	-62	0	0	0	36	0	0	6BD518B5B56606A7A5DFB79BC0021EE41B75AB5660754E1728192DA22BDB1274	
16980426307	11215482	2617418	1571938718836	87.0	3222	15579	13552	0	-62	0	0	0	32	0	0	BCDF1CA879C9F8898378ACA226AF2A47D37BE3780B0FBB39326258EB14881FE4	
16980426308	37124935	1578631	1571938718836	173.0	2216	29767	8297	0	-50	0	0	0	48	0	0	00E973F351B44A1CE50A70A228356D72B5956493C965757467DAA4DF93E11F1B	
16980426309	765546	565115	1571938718836	600.0	369	2217	2563	0	-53	0	0	0	43	0	0	AD47665E7F24A947253424A370E7B5A3D7D34FE3B3B088A6A90DD84570E3F937	
16980426310	482553356	98545585	1571938718836	400.0	70283	511435	324340	0	-57	0	0	0	38	0	0	FCE07F34667141947A3BA5F3E1ACF604A9FA10CB7BC1FF76A7917A8371045781	
16980426311	41717497	38629141	1571938718836	72.0	1851	58768	63580	0	-54	0	0	0	44	0	0	E20D9033DF598913A17A07B4EC0367F08FD480218268F8BB314DEA47C6A8C1C4	
16980426312	102001990	14318565	1571938718836	144.0	23103	112360	79526	0	-69	0	0	0	27	0	0	CAB2DBF932109BE0051C4DBDA3A04A8A039966C9845D19A094E8C8F60A3FC368	
16980426313	1007847862	38448739	1571938718836	87.0	213691	825811	433517	0	-59	0	0	0	40	0	0	BDCF0B2D7EB71A8F03B01BBCC7E864105E820349E7DB59C1DE970B0827CDC064	
16980426314	1887245	621275	1571938718836	173.0	1924	3530	4223	0	-47	0	0	0	43	0	0	38B6AFE9E17C9C2D2E662540AB27798ABCB51ABC41859399F70F0406EE17BE33	
16980426315	1485822152	98571649	1571938718836	156.0	47604	1275197	371981	0	-43	0	0	0	54	0	0	F69F98CB9E276F3B0E7C3A31241509696DBF1B94ECCD302279267AF6D06A6277	
16980426316	1491476	590380	1571938718836	87.0	186	2064	2140	0	-67	0	0	0	31	0	0	865D80CBDE34D05C133DDB85B9D614E202D721D4BA10F155CB5F8664907E9951	
16980426317	264767395	72479258	1571938718836	144.0	103308	308683	216538	0	-52	0	0	0	46	0	0	04C2232C284AE2369CC4F6C5F60A5D21A97DB41D6CF9C564E163853FB208CAEB	
16980426318	50046361	17835881	1571938718836	144.0	5733	87730	58008	0	-33	0	0	0	63	0	0	CF393C02C77A8FC8C3B3F45CB112EE3BEE5DA48725D26A202D7ACFC230F50ACD	
16980426319	1083786466	12722756554	1571938718836	130.0	1524770	3614292	10063558	0	-71	0	0	0	27	0	0	E95CF7C14953E17A428926486B758194A7DF0FBA8C0164BF8CFC333536718DDC	
16980426320	834627	682658	1571938718836	58.0	1696	2809	4103	0	-65	0	0	0	32	0	0	62654C178D2B9250D079B50C7DA2A4F381E162EA238DAB1C204B4653CC62C010	
16980426301	92540805	3474445	1571938718836	87.0	49000	76449	30817	0	-64	0	0	0	32	0	0	F42EF877577B3E5127B1455A6E61A5B0A6D0534E21CBBE9CB69CE9D2257E6446	
16980426302	7116796614	57707990	1571938718836	240.0	174790	5972512	602516	0	-71	0	0	0	24	0	0	99E357D3DC1AC95ACB9C8705F47582970F0B08CD1890169C6850BB128569E4A2	
16980426303	6952033	4318037	1571938718836	289.0	4943	14010	20375	0	-64	0	0	0	33	0	0	375E25761BE3F78AD5441B577DA438E678EACF7A684746A5C090DA8A87128F0D	
16980426304	22738234	14070123	1571938718836	156.0	262	45967	42676	0	-65	0	0	0	33	0	0	69CB149841BAE4D50B8B185C3F69326A8227C982B9C3D07228346C5F75136E29	
16980426305	2146384708	160787501	1571938718836	289.0	275878	1837682	685503	0	-57	0	0	0	37	0	0	7AA4418198EDC7A4BDBCCC1A9D4D5EA9EC83A88F8689DB7FB61550B865B388DC	
16980426306	41910386	3018833	1571938718836	173.0	4910	37827	20528	0	-62	0	0	0	36	0	0	6BD518B5B56606A7A5DFB79BC0021EE41B75AB5660754E1728192DA22BDB1274	
16980426307	11215482	2617418	1571938718836	87.0	3222	15579	13552	0	-62	0	0	0	32	0	0	BCDF1CA879C9F8898378ACA226AF2A47D37BE3780B0FBB39326258EB14881FE4	
16980426308	37124935	1578631	1571938718836	173.0	2216	29767	8297	0	-50	0	0	0	48	0	0	00E973F351B44A1CE50A70A228356D72B5956493C965757467DAA4DF93E11F1B	
16980426309	765546	565115	1571938718836	600.0	369	2217	2563	0	-53	0	0	0	43	0	0	AD47665E7F24A947253424A370E7B5A3D7D34FE3B3B088A6A90DD84570E3F937	
16980426310	482553356	98545585	1571938718836	400.0	70283	511435	324340	0	-57	0	0	0	38	0	0	FCE07F34667141947A3BA5F3E1ACF604A9FA10CB7BC1FF76A7917A8371045781	
16980426311	41717497	38629141	1571938718836	72.0	1851	58768	63580	0	-54	0	0	0	44	0	0	E20D9033DF598913A17A07B4EC0367F08FD480218268F8BB314DEA47C6A8C1C4	
16980426312	102001990	14318565	1571938718836	144.0	23103	112360	79526	0	-69	0	0	0	27	0	0	CAB2DBF932109BE0051C4DBDA3A04A8A039966C9845D19A094E8C8F60A3FC368	
16980426313	1007847862	38448739	1571938718836	87.0	213691	825811	433517	0	-59	0	0	0	40	0	0	BDCF0B2D7EB71A8F03B01BBCC7E864105E820349E7DB59C1DE970B0827CDC064	
16980426314	1887245	621275	1571938718836	173.0	1924	3530	4223	0	-47	0	0	0	43	0	0	38B6AFE9E17C9C2D2E662540AB27798ABCB51ABC41859399F70F0406EE17BE33	
16980426315	1485822152	98571649	1571938718836	156.0	47604	1275197	371981	0	-43	0	0	0	54	0	0	F69F98CB9E276F3B0E7C3A31241509696DBF1B94ECCD302279267AF6D06A6277	
