DisplayName,bytesReceived,bytesSent,collectionTime,dataRate,dataRetries,packetsReceived,packetsSent,raPacketsDropped,rssi,rtsRetries,rxBytesDropped,rxPacketsDropped,snr,txBytesDropped,txPacketsDropped,MAC

16980426301	92540805	3474445	1571938718836	87.0	49000	76449	30817	0	-64	0	0	0	32	0	0	1c:15:1f:00:00:00	
16980426302	7116796614	57707990	1571938718836	240.0	174790	5972512	602516	0	-71	0	0	0	24	0	0	14:4f:8a:00:00:00	
16980426303	6952033	4318037	1571938718836	289.0	4943	14010	20375	0	-64	0	0	0	33	0	0	b4:18:d1:00:00:00	
16980426304	22738234	14070123	1571938718836	156.0	262	45967	42676	0	-65	0	0	0	33	0	0	e4:a7:a0:00:00:00	
16980426305	2146384708	160787501	1571938718836	289.0	275878	1837682	685503	0	-57	0	0	0	37	0	0	38:f9:d3:00:00:00	
16980426306	41910386	3018833	1571938718836	173.0	4910	37827	20528	0	-62	0	0	0	36	0	0	94:65:2d:00:00:00	
16980426307	11215482	2617418	1571938718836	87.0	3222	15579	13552	0	-62	0	0	0	32	0	0	48:2c:a0:00:00:00	
16980426308	37124935	1578631	1571938718836	173.0	2216	29767	8297	0	-50	0	0	0	48	0	0	48:d7:05:00:00:00	
16980426309	765546	565115	1571938718836	600.0	369	2217	2563	0	-53	0	0	0	43	0	0	78:4f:43:00:00:00	
16980426310	482553356	98545585	1571938718836	400.0	70283	511435	324340	0	-57	0	0	0	38	0	0	98:5f:d3:00:00:00	
16980426311	41717497	38629141	1571938718836	72.0	1851	58768	63580	0	-54	0	0	0	44	0	0	a4:50:46:00:00:00	
16980426312	102001990	14318565	1571938718836	144.0	23103	112360	79526	0	-69	0	0	0	27	0	0	24:18:1d:00:00:00	
16980426313	1007847862	38448739	1571938718836	87.0	213691	825811	433517	0	-59	0	0	0	40	0	0	1c:15:1f:00:00:00	
16980426314	1887245	621275	1571938718836	173.0	1924	3530	4223	0	-47	0	0	0	43	0	0	70:3c:69:00:00:00	
16980426315	1485822152	98571649	1571938718836	156.0	47604	1275197	371981	0	-43	0	0	0	54	0	0	10:02:b5:00:00:00	
16980426316	1491476	590380	1571938718836	87.0	186	2064	2140	0	-67	0	0	0	31	0	0	98:00:c6:00:00:00	
16980426317	264767395	72479258	1571938718836	144.0	103308	308683	216538	0	-52	0	0	0	46	0	0	d4:61:9d:00:00:00	
16980426318	50046361	17835881	1571938718836	144.0	5733	87730	58008	0	-33	0	0	0	63	0	0	a4:c4:94:00:00:00	
16980426319	1083786466	12722756554	1571938718836	130.0	1524770	3614292	10063558	0	-71	0	0	0	27	0	0	f4:d1:08:00:00:00	
16980426320	834627	682658	1571938718836	58.0	1696	2809	4103	0	-65	0	0	0	32	0	0	74:b5:87:00:00:00	
16980426301	92540805	3474445	1571938718836	87.0	49000	76449	30817	0	-64	0	0	0	32	0	0	1c:15:1f:00:00:00	
16980426302	7116796614	57707990	1571938718836	240.0	174790	5972512	602516	0	-71	0	0	0	24	0	0	14:4f:8a:00:00:00	
16980426303	6952033	4318037	1571938718836	289.0	4943	14010	20375	0	-64	0	0	0	33	0	0	b4:18:d1:00:00:00	
16980426304	22738234	14070123	1571938718836	156.0	262	45967	42676	0	-65	0	0	0	33	0	0	e4:a7:a0:00:00:00	
16980426305	2146384708	160787501	1571938718836	289.0	275878	1837682	685503	0	-57	0	0	0	37	0	0	38:f9:d3:00:00:00	
16980426306	41910386	3018833	1571938718836	173.0	4910	37827	20528	0	-62	0	0	0	36	0	0	94:65:2d:00:00:00	
16980426307	11215482	2617418	1571938718836	87.0	3222	15579	13552	0	-62	0	0	0	32	0	0	48:2c:a0:00:00:00	
16980426308	37124935	1578631	1571938718836	173.0	2216	29767	8297	0	-50	0	0	0	48	0	0	48:d7:05:00:00:00	
16980426309	765546	565115	1571938718836	600.0	369	2217	2563	0	-53	0	0	0	43	0	0	78:4f:43:00:00:00	
16980426310	482553356	98545585	1571938718836	400.0	70283	511435	324340	0	-57	0	0	0	38	0	0	98:5f:d3:00:00:00	
16980426311	41717497	38629141	1571938718836	72.0	1851	58768	63580	0	-54	0	0	0	44	0	0	a4:50:46:00:00:00	
16980426312	102001990	14318565	1571938718836	144.0	23103	112360	79526	0	-69	0	0	0	27	0	0	24:18:1d:00:00:00	
16980426313	1007847862	38448739	1571938718836	87.0	213691	825811	433517	0	-59	0	0	0	40	0	0	1c:15:1f:00:00:00	
16980426314	1887245	621275	1571938718836	173.0	1924	3530	4223	0	-47	0	0	0	43	0	0	70:3c:69:00:00:00	
16980426315	1485822152	98571649	1571938718836	156.0	47604	1275197	371981	0	-43	0	0	0	54	0	0	10:02:b5:00:00:00	
16980426316	1491476	590380	1571938718836	87.0	186	2064	2140	0	-67	0	0	0	31	0	0	98:00:c6:00:00:00	
16980426317	264767395	72479258	1571938718836	144.0	103308	308683	216538	0	-52	0	0	0	46	0	0	d4:61:9d:00:00:00	
16980426318	50046361	17835881	1571938718836	144.0	5733	87730	58008	0	-33	0	0	0	63	0	0	a4:c4:94:00:00:00	
16980426319	1083786466	12722756554	1571938718836	130.0	1524770	3614292	10063558	0	-71	0	0	0	27	0	0	f4:d1:08:00:00:00	
16980426320	834627	682658	1571938718836	58.0	1696	2809	4103	0	-65	0	0	0	32	0	0	74:b5:87:00:00:00	
